Date,Site,Season,Set Number,Species,SpeciesName,FunctionalGroup,Total_Length (mm),SampleTube,Photo #,DevelopmentStage,Comments
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,75,324,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,70,325,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,70,326,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,76,327,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,70,328,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,61,329,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,61,330,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,75,331,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,65,332,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,67,333,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,68,334,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,61,335,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,66,NA,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,56,337,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,66,338,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,67,339,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,76,340,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,46,341,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,28,342,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,33,343,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,45,344,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,51,345,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,60,346,,Unknown,
17-Jul-23,Goldboro,Summer,2,Atlantic Herring,Clupea harengus,BonyFish,73,347,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,38,348,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,39,349,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,45,350,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,39,351,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,38,352,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,54,353,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,56,354,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,37,355,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,50,356,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,50,357,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,57,358,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,48,359,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,41,360,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,56,361,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,50,362,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,66,363,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,56,364,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,46,365,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,39,366,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,50,367,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,60,368,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,51,369,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,62,370,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,59,371,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,41,372,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,45,373,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,55,374,,Unknown,
17-Jul-23,Goldboro,Summer,2,Sculpin,Tautogolabrus adspersus,BonyFish,65,375,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,58,376,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,51,377,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,52,378,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,51,379,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,56,380,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,81,381,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,58,382,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,52,383,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,47,384,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,58,385,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,62,386,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,51,387,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,52,388,,Unknown,
17-Jul-23,Goldboro,Summer,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,39,389,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,56,390,,Unknown,
17-Jul-23,Goldboro,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,55,391,,Unknown,Also two starfish - Asterias spp.
18-Jul-23,Moosehead,Summer,1,Winter Flounder,Pseudopleuronectes americanus,BonyFish,291,392,,Mature,Lots of big fish
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,197,393,,Mature,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,199,394,,Mature,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,57,395,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,48,396,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,56,397,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,54,398,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,56,399,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,58,400,,Unknown,
18-Jul-23,Moosehead,Summer,1,White Hake,Urophycis tenuis,BonyFish,79,401,,Unknown,
18-Jul-23,Moosehead,Summer,1,White Hake,Urophycis tenuis,BonyFish,79,402,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,67,403,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,56,404,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,56,405,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,54,406,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,46,407,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,46,408,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,54,409,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,51,410,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,56,411,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,51,412,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,55,413,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,51,414,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,51,415,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Microgadus tomcod,BonyFish,77,416,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,55,417,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,56,418,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,53,419,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,60,420,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,65,421,,Unknown,
18-Jul-23,Moosehead,Summer,1,White Hake,Urophycis tenuis,BonyFish,75,422,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,48,423,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,52,424,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,91,425,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,66,426,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,55,427,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,60,428,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,51,429,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,53,430,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,61,431,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,52,432,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,55,433,,Unknown,
18-Jul-23,Moosehead,Summer,1,White Hake,Urophycis tenuis,BonyFish,90,434,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,102,435,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,133,436,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,80,437,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,92,438,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,60,439,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,69,440,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,76,441,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,58,442,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,61,443,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,52,444,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,108,445,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,56,446,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,57,447,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,95,448,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,54,450,,Unknown,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,101,449,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,72,451,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,95,452,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,89,453,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,60,454,,Unknown,
18-Jul-23,Moosehead,Summer,1,Sandlance,Ammodytes sp.,BonyFish,57,455,,Unknown,
18-Jul-23,Moosehead,Summer,1,Sandlance,Ammodytes sp.,BonyFish,57,456,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,41,457,,Unknown,
18-Jul-23,Moosehead,Summer,1,Sandlance,Ammodytes sp.,BonyFish,57,458,,Unknown,
18-Jul-23,Moosehead,Summer,1,Sandlance,Ammodytes sp.,BonyFish,57,459,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,93,460,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,85,461,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,42,462,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,92,463,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,91,464,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,46,465,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,40,466,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,41,467,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,56,468,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,40,469,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,136,470,,Unknown,
18-Jul-23,Moosehead,Summer,1,Rock gunnel,Pholis gunnellus,BonyFish,58,471,,Unknown,
18-Jul-23,Moosehead,Summer,1,Sandlance,Ammodytes sp.,BonyFish,58,472,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,44,473,,Unknown,
18-Jul-23,Moosehead,Summer,1,Northern Pipefish,Syngnathus fuscus,BonyFish,205,474,,Mature,
18-Jul-23,Moosehead,Summer,1,Tomcod,Microgadus tomcod,BonyFish,NA,NA,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,55,475,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,56,476,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,58,477,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,65,478,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,62,479,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,85,480,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,51,481,,Unknown,
18-Jul-23,Moosehead,Summer,1,shrimp,Decapoda,Crustaceans,NA,482,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,33,483,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,26,484,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,85,485,,Unknown,
18-Jul-23,Moosehead,Summer,1,White hake,Urophycis tenuis,BonyFish,86,486,,Unknown,
18-Jul-23,Moosehead,Summer,1,Sandlance,Ammodytes sp.,BonyFish,65,487,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,45,488,,Unknown,
18-Jul-23,Moosehead,Summer,1,Shrimp,Decapoda,Crustaceans,NA,489,,Unknown,
18-Jul-23,Moosehead,Summer,1,Sandlance,Ammodytes sp.,BonyFish,60,490,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,45,491,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,98,492,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,65,493,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,51,494,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,50,495,,Unknown,
18-Jul-23,Moosehead,Summer,1,Threespine stickleback,Gasterosteus aculeatus,BonyFish,32,496,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,60,497,,Unknown,
18-Jul-23,Moosehead,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,61,498,,Unknown,
18-Jul-23,Moosehead,Summer,1,Mysid,Mysida,Crustaceans,NA,499,,Unknown,
18-Jul-23,Moosehead,Summer,2,Northern Pipefish,Syngnathus fuscus,BonyFish,120,500,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,60,501,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,42,502,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,50,503,,Unknown,
18-Jul-23,Moosehead,Summer,2,Northern Pipefish,Syngnathus fuscus,BonyFish,207,504,,Unknown,
18-Jul-23,Moosehead,Summer,2,Northern Pipefish,Syngnathus fuscus,BonyFish,175,505,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,31,506,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,37,507,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,35,508,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,36,509,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,46,510,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,36,511,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,42,512,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,46,513,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,31,514,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,36,515,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,42,516,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,43,517,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,40,518,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,35,519,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,33,520,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,41,521,,Unknown,
18-Jul-23,Moosehead,Summer,2,Northern Pipefish,Syngnathus fuscus,BonyFish,143,522,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,91,523,,Unknown,
18-Jul-23,Moosehead,Summer,2,White hake,Urophycis tenuis,BonyFish,,524,,Unknown,
18-Jul-23,Moosehead,Summer,2,White hake,Urophycis tenuis,BonyFish,75,525,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,59,526,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,66,527,,Unknown,
18-Jul-23,Moosehead,Summer,2,Winter flounder,Pseudopleuronectes americanus,BonyFish,59,528,,Unknown,
18-Jul-23,Moosehead,Summer,2,Winter flounder,Pseudopleuronectes americanus,BonyFish,92,529,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,52,530,,Unknown,
18-Jul-23,Moosehead,Summer,2,Northern Pipefish,Syngnathus fuscus,BonyFish,147,531,,Mature,
18-Jul-23,Moosehead,Summer,2,Northern Pipefish,Syngnathus fuscus,BonyFish,201,532,,Mature,
18-Jul-23,Moosehead,Summer,2,Rock gunnel,Pholis gunnellus,BonyFish,46,533,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,56,534,,Unknown,
18-Jul-23,Moosehead,Summer,2,White hake,Urophycis tenuis,BonyFish,59,535,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,70,536,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,60,537,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,52,538,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,53,539,,Unknown,
18-Jul-23,Moosehead,Summer,2,Sculpin,Cottoidei,BonyFish,68,540,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,59,541,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,36,542,,Unknown,
18-Jul-23,Moosehead,Summer,2,White hake,Urophycis tenuis,BonyFish,66,543,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,68,544,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,56,545,,Unknown,
18-Jul-23,Moosehead,Summer,2,White hake,Urophycis tenuis,BonyFish,62,546,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,62,547,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,52,548,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,NA,NA,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,NA,NA,,Unknown,
18-Jul-23,Moosehead,Summer,2,Tomcod,Microgadus tomcod,BonyFish,NA,NA,,Unknown,
18-Jul-23,Moosehead,Summer,2,Shrimp,Decapoda,Crustaceans,NA,NA,,Unknown,
18-Jul-23,Moosehead,Summer,2,Rock gunnel,Pholis gunnellus,BonyFish,NA,NA,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,51,549,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,46,550,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,59,551,,Unknown,
18-Jul-23,Moosehead,Summer,2,Cunner,Tautogolabrus adspersus,BonyFish,55,552,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,46,553,,Unknown,
18-Jul-23,Moosehead,Summer,2,Mysid,Mysida,Crustaceans,NA,554,,Unknown,
18-Jul-23,Moosehead,Summer,2,Threespine stickleback,Gasterosteus aculeatus,BonyFish,57,555,,Unknown,
18-Jul-23,Moosehead,Summer,2,Mysid,Mysida,Crustaceans,NA,556,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,Mackerel,Scomber scombrus,BonyFish,265,557,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,Mackerel,Scomber scombrus,BonyFish,240,558,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,73,559,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,70,560,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,62,561,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,66,562,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,61,563,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,70,564,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,72,565,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,70,566,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,80,567,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,63,568,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,62,569,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,82,570,,Unknown,
